ReviewID,DestinationID,UserID,Rating,ReviewText,Name_x,State,Type,Popularity,BestTimeToVisit,Name_y,Email,Preferences,Gender,NumberOfAdults,NumberOfChildren
171,759,845,3,A historical wonder,Kerala Backwaters,Kerala,Nature,8.72751759235414,Sep-Mar,Anika,anika@example.com,"Nature, Adventure",Female,2,1
172,596,992,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.865548979182885,Nov-Feb,Karan,karan@example.com,"Nature, Adventure",Male,1,2
173,291,109,5,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.571800372009168,Nov-Feb,Meera,meera@example.com,"Beaches, Historical",Female,2,0
174,879,493,4,A historical wonder,Kerala Backwaters,Kerala,Nature,8.309631133912779,Sep-Mar,Aditya,aditya@example.com,"Beaches, Historical",Male,2,0
175,492,326,3,Incredible monument!,Goa Beaches,Goa,Beach,8.1282869592547,Nov-Mar,Diya,diya@example.com,"Nature, Adventure",Female,1,0
176,765,83,1,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.62458625744304,Apr-Jun,Tanvi,tanvi@example.com,"Nature, Adventure",Female,1,1
177,118,123,3,A historical wonder,Jaipur City,Rajasthan,City,7.69898565359074,Oct-Mar,Diya,diya@example.com,"City, Historical",Female,2,1
178,999,427,2,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.961740523595862,Sep-Mar,Aanya,aanya@example.com,"Beaches, Historical",Female,1,0
179,886,333,5,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,7.713067194844037,Nov-Feb,Anika,anika@example.com,"City, Historical",Female,2,0
180,442,716,3,A historical wonder,Goa Beaches,Goa,Beach,8.459808776651839,Nov-Mar,Pooja,pooja@example.com,"Nature, Adventure",Female,2,1
181,437,433,1,Incredible monument!,Goa Beaches,Goa,Beach,7.987106149468621,Nov-Mar,Pooja,pooja@example.com,"Beaches, Historical",Female,2,1
182,730,738,4,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,7.896272170257733,Apr-Jun,Anika,anika@example.com,"City, Historical",Female,1,1
183,806,736,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.576757876815993,Nov-Feb,Dhruv,dhruv@example.com,"Beaches, Historical",Male,1,1
184,284,918,1,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.01486652208098,Sep-Mar,Aditya,aditya@example.com,"City, Historical",Male,2,2
185,974,981,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.686987873824284,Sep-Mar,Dhruv,dhruv@example.com,"City, Historical",Male,1,1
186,386,262,4,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.46333200145262,Nov-Feb,Kavya,kavya@example.com,"Beaches, Historical",Female,2,2
187,448,91,2,Incredible monument!,Jaipur City,Rajasthan,City,8.531272858594322,Oct-Mar,Ishaan,ishaan@example.com,"Beaches, Historical",Male,2,1
188,722,240,5,Loved the beaches!,Goa Beaches,Goa,Beach,9.389779698220083,Nov-Mar,Tanvi,tanvi@example.com,"City, Historical",Female,1,2
189,872,124,2,A historical wonder,Goa Beaches,Goa,Beach,9.413328344476888,Nov-Mar,Rohan,rohan@example.com,"Beaches, Historical",Male,2,0
190,750,364,5,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.956458952804828,Apr-Jun,Aanya,aanya@example.com,"Beaches, Historical",Female,2,2
191,277,466,1,Loved the beaches!,Goa Beaches,Goa,Beach,8.694303252963497,Nov-Mar,Isha,isha@example.com,"Beaches, Historical",Female,1,2
192,762,391,4,A historical wonder,Goa Beaches,Goa,Beach,8.147811499679674,Nov-Mar,Tanvi,tanvi@example.com,"Beaches, Historical",Female,1,1
193,237,533,3,Incredible monument!,Goa Beaches,Goa,Beach,8.160740974111713,Nov-Mar,Riya,riya@example.com,"Nature, Adventure",Female,1,1
194,302,274,4,Loved the beaches!,Goa Beaches,Goa,Beach,7.64928107708147,Nov-Mar,Aarav,aarav@example.com,"Beaches, Historical",Male,1,2
195,898,223,2,A historical wonder,Jaipur City,Rajasthan,City,8.311533772217603,Oct-Mar,Aanya,aanya@example.com,"Beaches, Historical",Female,1,2
196,970,798,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.01310124502825,Apr-Jun,Rohan,rohan@example.com,"City, Historical",Male,2,1
197,839,894,3,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.19673720089384,Sep-Mar,Isha,isha@example.com,"City, Historical",Female,2,0
198,116,101,2,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.636073233725135,Nov-Feb,Aanya,aanya@example.com,"Nature, Adventure",Female,2,0
199,855,503,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.913268954871437,Apr-Jun,Dhruv,dhruv@example.com,"Nature, Adventure",Male,1,2
200,548,113,4,Loved the beaches!,Jaipur City,Rajasthan,City,8.086168021757981,Oct-Mar,Aditya,aditya@example.com,"Nature, Adventure",Male,1,0
201,486,363,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.2500304022815,Nov-Feb,Anika,anika@example.com,"City, Historical",Female,1,0
202,70,71,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.302199786049163,Apr-Jun,Kavya,kavya@example.com,"Nature, Adventure",Female,2,2
203,244,556,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.011521245140806,Sep-Mar,Aditya,aditya@example.com,"Beaches, Historical",Male,1,0
204,150,48,3,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.863872329774836,Apr-Jun,Dhruv,dhruv@example.com,"City, Historical",Male,2,0
205,664,674,1,Incredible monument!,Kerala Backwaters,Kerala,Nature,7.975932402561909,Sep-Mar,Aarav,aarav@example.com,"Nature, Adventure",Male,1,1
206,767,114,5,Loved the beaches!,Goa Beaches,Goa,Beach,8.24362221802096,Nov-Mar,Hitesh,hitesh@example.com,"City, Historical",Male,1,0
207,749,151,4,A historical wonder,Kerala Backwaters,Kerala,Nature,8.931736559795393,Sep-Mar,Isha,isha@example.com,"Beaches, Historical",Female,1,1
208,293,103,4,Incredible monument!,Jaipur City,Rajasthan,City,7.534360802624437,Oct-Mar,Aanya,aanya@example.com,"Beaches, Historical",Female,1,0
209,214,949,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.37824470003113,Sep-Mar,Riya,riya@example.com,"Beaches, Historical",Female,2,2
210,952,786,5,A historical wonder,Goa Beaches,Goa,Beach,8.123015873320766,Nov-Mar,Tanvi,tanvi@example.com,"City, Historical",Female,2,1
211,793,399,4,Incredible monument!,Jaipur City,Rajasthan,City,7.781580260307882,Oct-Mar,Dhruv,dhruv@example.com,"City, Historical",Male,1,1
212,598,419,4,Loved the beaches!,Jaipur City,Rajasthan,City,7.754720778868718,Oct-Mar,Rohan,rohan@example.com,"Nature, Adventure",Male,2,1
213,816,192,4,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.423987379093196,Nov-Feb,Aarav,aarav@example.com,"City, Historical",Male,1,0
214,636,76,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.591103123657849,Nov-Feb,Anika,anika@example.com,"Beaches, Historical",Female,2,0
215,641,330,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.559749376912812,Nov-Feb,Aanya,aanya@example.com,"City, Historical",Female,2,1
216,518,336,4,A historical wonder,Jaipur City,Rajasthan,City,8.92790148381448,Oct-Mar,Ritvik,ritvik@example.com,"City, Historical",Male,2,1
217,484,941,4,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.361380335928295,Sep-Mar,Aditya,aditya@example.com,"Nature, Adventure",Male,2,2
218,476,101,3,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.59393285581819,Nov-Feb,Aanya,aanya@example.com,"Nature, Adventure",Female,2,0
219,121,544,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.624112218256297,Nov-Feb,Pooja,pooja@example.com,"Beaches, Historical",Female,1,1
220,904,125,3,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.574376628395806,Sep-Mar,Diya,diya@example.com,"Nature, Adventure",Female,2,0
221,500,448,4,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.940107797681996,Apr-Jun,Ritvik,ritvik@example.com,"Beaches, Historical",Male,1,0
222,803,664,5,A historical wonder,Jaipur City,Rajasthan,City,9.31045957210701,Oct-Mar,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,1
223,182,814,2,Incredible monument!,Goa Beaches,Goa,Beach,8.332585021952074,Nov-Mar,Aditya,aditya@example.com,"Beaches, Historical",Male,1,2
224,237,564,3,Loved the beaches!,Goa Beaches,Goa,Beach,8.160740974111713,Nov-Mar,Vivaan,vivaan@example.com,"City, Historical",Male,2,0
225,995,474,2,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.74636736837115,Apr-Jun,Ritvik,ritvik@example.com,"City, Historical",Male,2,2
226,369,128,2,Incredible monument!,Kerala Backwaters,Kerala,Nature,7.526677667953975,Sep-Mar,Rohan,rohan@example.com,"Nature, Adventure",Male,2,2
227,650,502,3,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.204607883952981,Apr-Jun,Kavya,kavya@example.com,"Beaches, Historical",Female,2,0
228,962,260,1,A historical wonder,Goa Beaches,Goa,Beach,9.210850998967874,Nov-Mar,Isha,isha@example.com,"Nature, Adventure",Female,1,0
229,34,475,5,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.206055639263237,Sep-Mar,Karan,karan@example.com,"Beaches, Historical",Male,1,1
230,761,703,2,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,9.36014231646272,Nov-Feb,Vivaan,vivaan@example.com,"Beaches, Historical",Male,2,1
231,719,127,4,A historical wonder,Kerala Backwaters,Kerala,Nature,8.603678777019319,Sep-Mar,Diya,diya@example.com,"Beaches, Historical",Female,2,2
232,13,554,3,Incredible monument!,Jaipur City,Rajasthan,City,9.114721643188815,Oct-Mar,Kavya,kavya@example.com,"Nature, Adventure",Female,1,2
233,144,777,5,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.8305412284530735,Sep-Mar,Vivaan,vivaan@example.com,"City, Historical",Male,1,2
234,802,816,2,A historical wonder,Goa Beaches,Goa,Beach,9.41083109431862,Nov-Mar,Hitesh,hitesh@example.com,"City, Historical",Male,1,2
235,180,711,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.091363134430685,Apr-Jun,Hitesh,hitesh@example.com,"City, Historical",Male,2,1
236,415,169,1,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.650437608917823,Apr-Jun,Anika,anika@example.com,"Beaches, Historical",Female,2,2
237,682,289,5,A historical wonder,Goa Beaches,Goa,Beach,8.57790096253945,Nov-Mar,Arjun,arjun@example.com,"Beaches, Historical",Male,2,1
238,613,874,2,Incredible monument!,Jaipur City,Rajasthan,City,7.893422691754661,Oct-Mar,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,0
239,354,719,1,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.760694703272286,Sep-Mar,Riya,riya@example.com,"Nature, Adventure",Female,2,2
240,379,29,4,A historical wonder,Kerala Backwaters,Kerala,Nature,7.710901822596214,Sep-Mar,Diya,diya@example.com,"Nature, Adventure",Female,2,0
241,960,421,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.925500312367074,Apr-Jun,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,1
242,425,692,1,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,7.677908499077882,Apr-Jun,Dhruv,dhruv@example.com,"Nature, Adventure",Male,2,1
243,656,190,4,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.032216296013203,Nov-Feb,Anika,anika@example.com,"Beaches, Historical",Female,1,0
244,650,145,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.204607883952981,Apr-Jun,Ritvik,ritvik@example.com,"Beaches, Historical",Male,2,0
245,408,646,5,Loved the beaches!,Jaipur City,Rajasthan,City,7.789753610332566,Oct-Mar,Meera,meera@example.com,"Beaches, Historical",Female,1,1
246,953,947,1,A historical wonder,Jaipur City,Rajasthan,City,8.321398766693164,Oct-Mar,Pooja,pooja@example.com,"Nature, Adventure",Female,2,1
247,257,800,4,Incredible monument!,Goa Beaches,Goa,Beach,8.284116199094758,Nov-Mar,Anika,anika@example.com,"Nature, Adventure",Female,1,2
248,764,506,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.506724060467622,Sep-Mar,Aanya,aanya@example.com,"Nature, Adventure",Female,2,1
249,345,987,4,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,9.315488065792977,Apr-Jun,Meera,meera@example.com,"City, Historical",Female,2,2
250,191,663,4,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.072256876114661,Nov-Feb,Aarav,aarav@example.com,"City, Historical",Male,1,1
251,10,848,3,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.811952081678728,Apr-Jun,Riya,riya@example.com,"Nature, Adventure",Female,2,0
252,915,484,3,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.85112195819902,Apr-Jun,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,0
253,969,117,5,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.409359526915562,Sep-Mar,Aarav,aarav@example.com,"City, Historical",Male,2,1
254,599,239,1,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.463041121922352,Sep-Mar,Aarav,aarav@example.com,"Nature, Adventure",Male,2,0
255,151,871,1,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.450175079123191,Nov-Feb,Arjun,arjun@example.com,"Beaches, Historical",Male,1,1
256,436,364,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.728114076451941,Nov-Feb,Aanya,aanya@example.com,"Beaches, Historical",Female,2,2
257,429,20,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.186484600129791,Sep-Mar,Meera,meera@example.com,"Nature, Adventure",Female,2,0
258,556,845,1,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,7.703776810764232,Nov-Feb,Anika,anika@example.com,"Nature, Adventure",Female,2,1
259,875,733,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.98297001694882,Apr-Jun,Kavya,kavya@example.com,"Beaches, Historical",Female,1,1
260,999,477,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.961740523595862,Sep-Mar,Saanvi,saanvi@example.com,"City, Historical",Female,2,0
261,180,544,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.091363134430685,Apr-Jun,Pooja,pooja@example.com,"Beaches, Historical",Female,1,1
262,528,256,5,Incredible monument!,Jaipur City,Rajasthan,City,8.564171557585537,Oct-Mar,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,1
263,584,76,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.877125609308293,Sep-Mar,Anika,anika@example.com,"Beaches, Historical",Female,2,0
264,63,662,1,A historical wonder,Jaipur City,Rajasthan,City,9.202094230781736,Oct-Mar,Kavya,kavya@example.com,"Nature, Adventure",Female,2,1
265,480,14,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.183226466821637,Apr-Jun,Meera,meera@example.com,"Nature, Adventure",Female,2,2
266,130,133,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,9.46063445778344,Apr-Jun,Ritvik,ritvik@example.com,"Beaches, Historical",Male,2,2
267,592,285,1,A historical wonder,Goa Beaches,Goa,Beach,9.168100701200414,Nov-Mar,Isha,isha@example.com,"City, Historical",Female,1,0
268,309,666,2,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.122685722841448,Sep-Mar,Dhruv,dhruv@example.com,"City, Historical",Male,1,1
269,268,20,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.015626863328043,Oct-Mar,Meera,meera@example.com,"Nature, Adventure",Female,2,0
270,801,58,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.157148625977571,Nov-Feb,Aarav,aarav@example.com,"Beaches, Historical",Male,1,2
271,635,769,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.512680031670806,Apr-Jun,Kavya,kavya@example.com,"Beaches, Historical",Female,2,1
272,442,834,4,Loved the beaches!,Goa Beaches,Goa,Beach,8.459808776651839,Nov-Mar,Vivaan,vivaan@example.com,"City, Historical",Male,2,1
273,909,81,4,A historical wonder,Kerala Backwaters,Kerala,Nature,8.740400669784297,Sep-Mar,Isha,isha@example.com,"City, Historical",Female,1,2
274,527,521,1,Incredible monument!,Goa Beaches,Goa,Beach,9.240920636796004,Nov-Mar,Rohan,rohan@example.com,"Nature, Adventure",Male,1,2
275,462,591,4,Loved the beaches!,Goa Beaches,Goa,Beach,7.625998220803341,Nov-Mar,Hitesh,hitesh@example.com,"City, Historical",Male,1,1
276,218,100,2,A historical wonder,Jaipur City,Rajasthan,City,9.034168574407344,Oct-Mar,Tanvi,tanvi@example.com,"Beaches, Historical",Female,1,1
277,666,200,4,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.535347955383795,Nov-Feb,Aditya,aditya@example.com,"Nature, Adventure",Male,1,1
278,548,373,4,Loved the beaches!,Jaipur City,Rajasthan,City,8.086168021757981,Oct-Mar,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,2
279,99,860,1,A historical wonder,Kerala Backwaters,Kerala,Nature,8.154277486295694,Sep-Mar,Vivaan,vivaan@example.com,"Nature, Adventure",Male,1,0
280,507,39,5,Incredible monument!,Goa Beaches,Goa,Beach,8.240547501092525,Nov-Mar,Vivaan,vivaan@example.com,"City, Historical",Male,2,2
281,412,571,4,Loved the beaches!,Goa Beaches,Goa,Beach,8.056589740959444,Nov-Mar,Riya,riya@example.com,"Beaches, Historical",Female,2,0
282,282,181,4,A historical wonder,Goa Beaches,Goa,Beach,8.888987617087139,Nov-Mar,Aarav,aarav@example.com,"Beaches, Historical",Male,2,1
283,870,999,3,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.31662363535272,Apr-Jun,Hitesh,hitesh@example.com,"City, Historical",Male,2,2
284,693,316,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.397475308756675,Oct-Mar,Meera,meera@example.com,"Beaches, Historical",Female,2,0
285,978,135,1,A historical wonder,Jaipur City,Rajasthan,City,8.519173371272599,Oct-Mar,Meera,meera@example.com,"City, Historical",Female,1,2
286,390,827,3,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.854728503825909,Apr-Jun,Rohan,rohan@example.com,"Nature, Adventure",Male,2,0
287,468,855,3,Loved the beaches!,Jaipur City,Rajasthan,City,9.47910151784028,Oct-Mar,Pooja,pooja@example.com,"City, Historical",Female,1,1
288,770,803,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,9.08102960007878,Apr-Jun,Isha,isha@example.com,"Nature, Adventure",Female,2,1
289,514,452,1,Incredible monument!,Kerala Backwaters,Kerala,Nature,7.980635862122308,Sep-Mar,Karan,karan@example.com,"Nature, Adventure",Male,2,1
290,60,743,3,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.090294276209098,Apr-Jun,Riya,riya@example.com,"Nature, Adventure",Female,1,2
291,878,101,5,A historical wonder,Jaipur City,Rajasthan,City,7.601483087639889,Oct-Mar,Aanya,aanya@example.com,"Nature, Adventure",Female,2,0
292,361,720,4,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.134764369094412,Nov-Feb,Riya,riya@example.com,"City, Historical",Female,1,1
293,178,653,5,Loved the beaches!,Jaipur City,Rajasthan,City,8.544351694378236,Oct-Mar,Aarav,aarav@example.com,"Nature, Adventure",Male,2,1
294,774,314,3,A historical wonder,Kerala Backwaters,Kerala,Nature,8.038663649202402,Sep-Mar,Kavya,kavya@example.com,"Nature, Adventure",Female,2,1
295,955,931,5,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.10676258457348,Apr-Jun,Arjun,arjun@example.com,"Beaches, Historical",Male,1,0
296,739,47,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.372037385587443,Sep-Mar,Meera,meera@example.com,"Nature, Adventure",Female,2,1
297,409,753,3,A historical wonder,Kerala Backwaters,Kerala,Nature,7.695324251011531,Sep-Mar,Riya,riya@example.com,"City, Historical",Female,2,1
298,572,763,2,Incredible monument!,Goa Beaches,Goa,Beach,8.29243960608129,Nov-Mar,Riya,riya@example.com,"Beaches, Historical",Female,1,1
299,360,825,3,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.117132891287836,Apr-Jun,Riya,riya@example.com,"City, Historical",Female,2,1
300,878,989,3,A historical wonder,Jaipur City,Rajasthan,City,7.601483087639889,Oct-Mar,Ritvik,ritvik@example.com,"Nature, Adventure",Male,2,1
301,294,838,3,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.553046939554307,Sep-Mar,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,2
302,491,729,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.20803233304684,Nov-Feb,Diya,diya@example.com,"City, Historical",Female,2,0
303,120,131,3,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.928950861748308,Apr-Jun,Riya,riya@example.com,"Nature, Adventure",Female,1,2
304,693,792,5,Incredible monument!,Jaipur City,Rajasthan,City,8.397475308756675,Oct-Mar,Hitesh,hitesh@example.com,"City, Historical",Male,1,0
305,478,628,5,Loved the beaches!,Jaipur City,Rajasthan,City,8.746027540435104,Oct-Mar,Saanvi,saanvi@example.com,"Beaches, Historical",Female,1,2
306,400,281,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,9.120122756229376,Apr-Jun,Aarav,aarav@example.com,"Nature, Adventure",Male,2,2
307,520,480,5,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.521876495404149,Apr-Jun,Riya,riya@example.com,"City, Historical",Female,2,0
308,685,88,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,7.598827165312162,Apr-Jun,Dhruv,dhruv@example.com,"Beaches, Historical",Male,2,1
309,166,225,1,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,7.967520190746358,Nov-Feb,Isha,isha@example.com,"City, Historical",Female,2,0
310,977,109,3,Incredible monument!,Goa Beaches,Goa,Beach,8.499576395856343,Nov-Mar,Meera,meera@example.com,"Beaches, Historical",Female,2,0
311,409,546,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.695324251011531,Sep-Mar,Pooja,pooja@example.com,"City, Historical",Female,1,0
312,469,494,4,A historical wonder,Kerala Backwaters,Kerala,Nature,8.661784765251305,Sep-Mar,Aanya,aanya@example.com,"Nature, Adventure",Female,1,2
313,743,808,1,Incredible monument!,Jaipur City,Rajasthan,City,7.727596682180292,Oct-Mar,Riya,riya@example.com,"Beaches, Historical",Female,1,0
314,35,782,1,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.115627955366532,Apr-Jun,Aditya,aditya@example.com,"Nature, Adventure",Male,1,0
315,720,973,2,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.034817273030939,Apr-Jun,Kavya,kavya@example.com,"Beaches, Historical",Female,1,2
316,827,492,1,Incredible monument!,Goa Beaches,Goa,Beach,8.377495779286125,Nov-Mar,Tanvi,tanvi@example.com,"City, Historical",Female,2,2
317,844,781,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.173580627388572,Sep-Mar,Anika,anika@example.com,"Beaches, Historical",Female,1,0
318,28,946,2,A historical wonder,Jaipur City,Rajasthan,City,8.471855314612888,Oct-Mar,Aarav,aarav@example.com,"Beaches, Historical",Male,1,1
319,25,916,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.416526131108329,Apr-Jun,Pooja,pooja@example.com,"Beaches, Historical",Female,1,2
320,657,848,4,Loved the beaches!,Goa Beaches,Goa,Beach,9.350623282972432,Nov-Mar,Riya,riya@example.com,"Nature, Adventure",Female,2,0
321,867,475,4,A historical wonder,Goa Beaches,Goa,Beach,7.544784240485142,Nov-Mar,Karan,karan@example.com,"Beaches, Historical",Male,1,1
322,905,516,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.13644498964263,Apr-Jun,Aditya,aditya@example.com,"City, Historical",Male,1,1
323,20,330,2,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.930902395039807,Apr-Jun,Aanya,aanya@example.com,"City, Historical",Female,2,1
324,171,499,3,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,7.721043377213922,Nov-Feb,Aarav,aarav@example.com,"Beaches, Historical",Male,2,0
325,188,95,5,Incredible monument!,Jaipur City,Rajasthan,City,8.202625978518912,Oct-Mar,Kavya,kavya@example.com,"Nature, Adventure",Female,2,1
326,1000,365,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.939036209396416,Apr-Jun,Vivaan,vivaan@example.com,"Nature, Adventure",Male,1,1
327,659,620,5,A historical wonder,Kerala Backwaters,Kerala,Nature,7.991928056209089,Sep-Mar,Aditya,aditya@example.com,"Nature, Adventure",Male,2,0
328,717,510,5,Incredible monument!,Goa Beaches,Goa,Beach,8.367306496099209,Nov-Mar,Isha,isha@example.com,"City, Historical",Female,1,1
329,724,49,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.925686613406978,Sep-Mar,Ishaan,ishaan@example.com,"Beaches, Historical",Male,1,1
330,403,952,1,A historical wonder,Jaipur City,Rajasthan,City,8.578600554982318,Oct-Mar,Saanvi,saanvi@example.com,"Beaches, Historical",Female,1,0
331,223,315,1,Incredible monument!,Jaipur City,Rajasthan,City,8.936949815863377,Oct-Mar,Arjun,arjun@example.com,"City, Historical",Male,2,0
332,396,699,2,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,9.113864702192004,Nov-Feb,Aditya,aditya@example.com,"City, Historical",Male,2,2
333,502,180,5,A historical wonder,Goa Beaches,Goa,Beach,9.314545773276503,Nov-Mar,Saanvi,saanvi@example.com,"City, Historical",Female,1,2
334,792,434,1,Incredible monument!,Goa Beaches,Goa,Beach,7.50562874119151,Nov-Mar,Tanvi,tanvi@example.com,"Nature, Adventure",Female,2,2
335,208,5,3,Loved the beaches!,Jaipur City,Rajasthan,City,9.232664943302456,Oct-Mar,Tanvi,tanvi@example.com,"Nature, Adventure",Female,2,2
336,137,31,2,A historical wonder,Goa Beaches,Goa,Beach,8.863570277264008,Nov-Mar,Ritvik,ritvik@example.com,"Beaches, Historical",Male,2,2
337,82,646,5,Incredible monument!,Goa Beaches,Goa,Beach,8.067416540924038,Nov-Mar,Meera,meera@example.com,"Beaches, Historical",Female,1,1
338,821,297,2,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.853137683108654,Nov-Feb,Hitesh,hitesh@example.com,"City, Historical",Male,1,1
339,551,196,1,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.374491709395679,Nov-Feb,Hitesh,hitesh@example.com,"Beaches, Historical",Male,1,1
340,239,334,5,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.757659224866991,Sep-Mar,Rohan,rohan@example.com,"Beaches, Historical",Male,2,1
341,604,733,5,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.298998286534964,Sep-Mar,Kavya,kavya@example.com,"Beaches, Historical",Female,1,1
342,176,567,4,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.165093921735247,Nov-Feb,Kavya,kavya@example.com,"City, Historical",Female,2,1
